Název školy,Identifikační znak organizace,Resortní identifikátor právnické osoby,Zřizovatel,Typ třídy,Obor,Název oboru,Forma vzdělávání,Název vyššího územního samosprávného celku,Kód vyššího územního samosprávného celku dle číselníku ČSÚ,Název okresu,Kód okresu dle číselníku ČSÚ,Název správního obvodu obce s rozšířenou působností,Kód správního obvodu obce s rozšířenou působností dle číselníku ČSÚ,Název obce,Kód obce dle číselníku ČSÚ,Název ulice,Číslo popisné nebo evidenční podle typu čísla domovního,Typ čísla domovního,Číslo orientační,PSČ,Webové stránky,Název okresu bydliště studenta,Kód okresu bydliště studenta dle číselníku ČSÚ,Název obce bydliště studenta,Kód obce bydliště studenta dle číselníku ČSÚ,Počty studentů s trvalým bydlištěm v dané obci dojíždějící do vyšší odborné školy,Zápis vektorové geometrie,Zeměpisná délka v souřadnicovém systému WGS84,Zeměpisná šířka v souřadnicovém systému WGS84,Jedinečný identifikátor v katalogu otevřených dat Data KHK,ID,x2,y2
"Gymnázium J. K. Tyla, Hradec Králové, Tylovo nábř. 682",62690060,600011674,kraj,běžná třída,7941K41,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Třebechovice pod Orebem,571041,25,POINT(50.208692 15.82545),15.82545,50.208692,SPSS1056,763,1761681.03557442,6482496.36932817
"Gymnázium, Dobruška, Pulická 779",60884762,600012549,kraj,běžná třída,7941K41,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Nové Město nad Metují,574279,24,POINT(50.29467 16.150089),16.150089,50.29467,SPSS1183,847,1797819.68374605,6497464.75300681
"Střední škola profesní přípravy, Hradec Králové",62690400,600024024,kraj,běžná třída,65510,Stravovací a ubytovací služby,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Hradec Králové,569810,24,POINT(50.202704 15.834195),15.834195,50.202704,SPSS6826,4131,1762654.52452141,6481454.89051604
"Střední průmyslová škola stavební, Hradec Králové, Pospíšilova tř. 787",62690035,600011658,kraj,běžná třída,3645M01,Technická zařízení budov,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Hradec Králové,569810,23,POINT(50.213739 15.842163),15.842163,50.213739,SPSS4566,2803,1763541.51822405,6483374.28370919
"Střední průmyslová škola, Střední odborná škola a Střední odborné učiliště, |Hradec Králové",15062848,600011828,kraj,běžná třída,2641L01,Mechanik elektrotechnik,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Hradec Králové,569810,23,POINT(50.206293 15.836151),15.836151,50.206293,SPSS5353,3262,1762872.2654454,6482079.10118979
"Střední škola služeb, obchodu a gastronomie",527939,600011712,kraj,běžná třída,6941L01,Kosmetické služby,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Hradec Králové,569810,23,POINT(50.206747 15.815399),15.815399,50.206747,SPSS7682,4645,1760562.16337246,6482158.06570608
"Vyšší odborná škola a Střední průmyslová škola, Jičín, Pod Koželuhy 100",87297,600012069,kraj,běžná třída,2341M01,Strojírenství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Jičín,CZ0522,Jičín,572659,23,POINT(50.433371 15.352378),15.352378,50.433371,SPSS9731,6359,1709018.90142586,6521669.09959546
"Gymnázium a Střední odborná škola pedagogická, |Nová Paka, Kumburská 740",401170,600012026,kraj,běžná třída,7941K41,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Jičín,CZ0522,Nová Paka,573248,22,POINT(50.495548 15.510644),15.510644,50.495548,SPSS805,512,1726636.99195575,6532542.46394508
"Masarykova obchodní akademie, Jičín, 17. listopadu 220",87513,600012000,kraj,běžná třída,6341M02,Obchodní akademie,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Jičín,CZ0522,Nová Paka,573248,22,POINT(50.434784 15.352742),15.352742,50.434784,SPSS1968,1465,1709059.42172051,6521916.04297788
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,2368H01,Mechanik opravář motorových vozidel,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Hradec Králové,569810,22,POINT(50.219916 15.815832),15.815832,50.219916,SPSS3034,2359,1760610.36471197,6484448.88545421
"Gymnázium Františka Martina Pelcla, Rychnov nad Kněžnou, Hrdinů odboje 36",60884703,600012557,kraj,běžná třída,7941K81,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Rychnov nad Kněžnou,CZ0524,Týniště nad Orlicí,576859,21,POINT(50.16283 16.279101),16.279101,50.16283,SPSS1002,709,1812181.23389228,6474523.02848931
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,3652H01,Instalatér,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Hradec Králové,569810,21,POINT(50.219916 15.815832),15.815832,50.219916,SPSS3128,2453,1760610.36471197,6484448.88545421
"Střední průmyslová škola elektrotechniky a informačních technologií, |Dobruška, Čs. odboje 670",60884746,600012590,kraj,běžná třída,1820M01,Informační technologie,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,576069,21,POINT(50.288358 16.157929),16.157929,50.288358,SPSS3967,2703,1798692.42855388,6496364.94289247
"Střední průmyslová škola, Střední odborná škola a Střední odborné učiliště, |Hradec Králové",15062848,600011828,kraj,běžná třída,1602M01,Průmyslová ekologie,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Hradec Králové,569810,21,POINT(50.206293 15.836151),15.836151,50.206293,SPSS5158,3067,1762872.2654454,6482079.10118979
"Střední škola služeb, obchodu a gastronomie",527939,600011712,kraj,běžná třída,6341M01,Ekonomika a podnikání,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Hradec Králové,569810,21,POINT(50.231225 15.847681),15.847681,50.231225,SPSS7354,4317,1764155.77917425,6486416.65278772
"Gymnázium Boženy Němcové, Hradec Králové, Pospíšilova tř. 324",62690043,600011666,kraj,běžná třída,7941K61,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Vysoká nad Labem,571113,20,POINT(50.212273 15.838943),15.838943,50.212273,SPSS895,602,1763183.06946369,6483119.26671379
"Gymnázium, Dvůr Králové nad Labem, nám. Odboje 304",60153393,600012867,kraj,běžná třída,7941K41,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Trutnov,CZ0525,Trutnov,579025,20,POINT(50.430126 15.812337),15.812337,50.430126,SPSS1247,911,1760221.30309165,6521102.01406319
"Střední průmyslová škola, Střední odborná škola a Střední odborné učiliště, |Hradec Králové",15062848,600011828,kraj,běžná třída,2651H02,Elektrikář - silnoproud,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Hradec Králové,569810,20,POINT(50.206293 15.836151),15.836151,50.206293,SPSS5473,3382,1762872.2654454,6482079.10118979
Střední škola a vyšší odborná škola aplikované kybernetiky s.r.o.,11021420,600011631,privátní sektor,běžná třída,8241M17,Multimediální tvorba,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Hradec Králové,569810,20,POINT(50.203799 15.834331),15.834331,50.203799,SPSS6160,3709,1762669.66397215,6481645.33153869
"Střední škola hotelnictví, řemesel a gastronomie, Trutnov, příspěvková organizace",529681,691012440,kraj,běžná třída,6551H01,Kuchař - číšník,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Trutnov,CZ0525,Trutnov,579025,20,POINT(50.628413 15.805396),15.805396,50.628413,SPSS6582,3887,1759448.63450605,6555825.6393042
"Střední škola profesní přípravy, Hradec Králové",62690400,600024024,kraj,běžná třída,66510,Prodavačské práce,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Hradec Králové,569810,20,POINT(50.202704 15.834195),15.834195,50.202704,SPSS6863,4168,1762654.52452141,6481454.89051604
"Střední škola služeb, obchodu a gastronomie",527939,600011712,kraj,běžná třída,6542M01,Hotelnictví,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Hradec Králové,569810,20,POINT(50.231225 15.847681),15.847681,50.231225,SPSS7492,4455,1764155.77917425,6486416.65278772
"Vyšší odborná škola a Střední průmyslová škola, |Rychnov nad Kněžnou, U Stadionu 1166",60884720,691000107,kraj,běžná třída,2368H01,Mechanik opravář motorových vozidel,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,576069,20,POINT(50.163646 16.280164),16.280164,50.163646,SPSS9498,6126,1812299.56651099,6474664.82734705
"Vyšší odborná škola a Střední průmyslová škola, Jičín, Pod Koželuhy 100",87297,600012069,kraj,běžná třída,1820M01,Informační technologie,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Jičín,CZ0522,Jičín,572659,20,POINT(50.433371 15.352378),15.352378,50.433371,SPSS9651,6279,1709018.90142586,6521669.09959546
"Gymnázium a Střední odborná škola pedagogická, |Nová Paka, Kumburská 740",401170,600012026,kraj,běžná třída,7941K41,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Jičín,CZ0522,Jičín,572659,19,POINT(50.495548 15.510644),15.510644,50.495548,SPSS797,504,1726636.99195575,6532542.46394508
"Obchodní akademie T. G. Masaryka, Kostelec nad Orlicí, Komenského 522",60884711,600012581,kraj,běžná třída,7842M02,Ekonomické lyceum,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,576069,19,POINT(50.124458 16.210084),16.210084,50.124458,SPSS2188,1654,1804498.2965962,6467857.73808972
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,3741M01,Provoz a ekonomika dopravy,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Hradec Králové,569810,19,POINT(50.219916 15.815832),15.815832,50.219916,SPSS3204,2529,1760610.36471197,6484448.88545421
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,3941L01,Autotronik,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Hradec Králové,569810,19,POINT(50.219916 15.815832),15.815832,50.219916,SPSS3247,2572,1760610.36471197,6484448.88545421
"Střední průmyslová škola elektrotechniky a informačních technologií, |Dobruška, Čs. odboje 670",60884746,600012590,kraj,běžná třída,1820M01,Informační technologie,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Náchod,573868,19,POINT(50.288358 16.157929),16.157929,50.288358,SPSS3943,2679,1798692.42855388,6496364.94289247
"Střední škola služeb, obchodu a gastronomie",527939,600011712,kraj,běžná třída,4152H01,Zahradník,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Hradec Králové,569810,19,POINT(50.229043 15.842953),15.842953,50.229043,SPSS7746,4709,1763629.46062177,6486036.9482001
"Gymnázium, Střední odborná škola a Vyšší odborná škola, Nový Bydžov",62690221,600011682,kraj,běžná třída,6341M01,Ekonomika a podnikání,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Nový Bydžov,570508,18,POINT(50.243964 15.48151),15.48151,50.243964,SPSS1314,978,1723393.80991098,6488633.79930408
"Gymnázium, Střední odborná škola a Vyšší odborná škola, Nový Bydžov",62690221,600011682,kraj,běžná třída,7941K41,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Chlumec nad Cidlinou,570109,18,POINT(50.240124 15.489328),15.489328,50.240124,SPSS1347,1011,1724264.10569,6487965.40796385
Městské gymnázium a střední odborná škola Úpice,15037789,691002142,obec,běžná třída,7941K81,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Trutnov,CZ0525,Havlovice,579220,18,POINT(50.508973 16.021489),16.021489,50.508973,SPSS2087,1553,1783503.99723004,6534892.07388323
"Střední průmyslová škola, Střední odborná škola a Střední odborné učiliště, |Hradec Králové",15062848,600011828,kraj,běžná třída,2651H01,Elektrikář,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Hradec Králové,569810,18,POINT(50.206293 15.836151),15.836151,50.206293,SPSS5410,3319,1762872.2654454,6482079.10118979
"Gymnázium J. K. Tyla, Hradec Králové, Tylovo nábř. 682",62690060,600011674,kraj,běžná třída,7941K41,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Rychnov nad Kněžnou,CZ0524,Týniště nad Orlicí,576859,17,POINT(50.208692 15.82545),15.82545,50.208692,SPSS1116,823,1761681.03557442,6482496.36932817
"Gymnázium, Střední odborná škola a Vyšší odborná škola, Nový Bydžov",62690221,600011682,kraj,běžná třída,7941K41,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Nový Bydžov,570508,17,POINT(50.240124 15.489328),15.489328,50.240124,SPSS1356,1020,1724264.10569,6487965.40796385
"Obchodní akademie T. G. Masaryka, Kostelec nad Orlicí, Komenského 522",60884711,600012581,kraj,běžná třída,6341M02,Obchodní akademie,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,576361,17,POINT(50.124458 16.210084),16.210084,50.124458,SPSS2157,1623,1804498.2965962,6467857.73808972
"Střední průmyslová škola elektrotechniky a informačních technologií, |Dobruška, Čs. odboje 670",60884746,600012590,kraj,běžná třída,1820M01,Informační technologie,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Nové Město nad Metují,574279,17,POINT(50.288358 16.157929),16.157929,50.288358,SPSS3958,2694,1798692.42855388,6496364.94289247
"Střední škola profesní přípravy, Hradec Králové",62690400,600024024,kraj,běžná třída,36670,Zednické práce,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Hradec Králové,569810,17,POINT(50.202704 15.834195),15.834195,50.202704,SPSS6803,4108,1762654.52452141,6481454.89051604
"Biskupské gymnázium, církevní základní škola, mateřská škola a základní umělecká| škola Hradec Králové",45978298,691000794,církev,běžná třída,7941K81,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Vysoká nad Labem,571113,16,POINT(50.206304 15.833695),15.833695,50.206304,SPSS277,69,1762598.86477601,6482081.01441809
"Lepařovo gymnázium, Jičín, Jiráskova 30",87131,600011992,kraj,běžná třída,7941K41,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Semily,CZ0514,Lomnice nad Popelkou,577308,16,POINT(50.439114 15.351905),15.351905,50.439114,SPSS1860,1357,1708966.24730672,6522672.8226721
Střední škola strojírenská a elektrotechnická,15055663,691012512,kraj,běžná třída,2351H01,Strojní mechanik,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Trutnov,CZ0525,Vrchlabí,579858,16,POINT(50.631668 15.606472),15.606472,50.631668,SPSS8136,5099,1737304.51611949,6556396.86822354
